stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000053243	9606.ENSP00000358092	TNFRSF17	PRDM1	9606	0.404	0.0	0	0	0.0	0.0	0.0	0.404
9606.ENSP00000053243	9606.ENSP00000376544	TNFRSF17	CD79B	9606	0.442	0.0	0	0	0.122	0.0	0.0	0.391
9606.ENSP00000053243	9606.ENSP00000370343	TNFRSF17	IRF4	9606	0.457	0.0	0	0	0.161	0.0	0.0	0.38
9606.ENSP00000053243	9606.ENSP00000370542	TNFRSF17	SDC1	9606	0.566	0.0	0	0	0.0	0.0	0.0	0.566
9606.ENSP00000053243	9606.ENSP00000221972	TNFRSF17	CD79A	9606	0.572	0.0	0	0	0.182	0.0	0.0	0.499
9606.ENSP00000053243	9606.ENSP00000437940	TNFRSF17	CD19	9606	0.635	0.0	0	0	0.138	0.0	0.0	0.595
9606.ENSP00000053243	9606.ENSP00000376786	TNFRSF17	POU2AF1	9606	0.807	0.0	0	0	0.683	0.0	0.0	0.416
9606.ENSP00000053243	9606.ENSP00000303920	TNFRSF17	MZB1	9606	0.833	0.0	0	0	0.73	0.0	0.0	0.409
9606.ENSP00000053243	9606.ENSP00000254801	TNFRSF17	IGJ	9606	0.873	0.0	0	0	0.78	0.0	0.0	0.45
9606.ENSP00000053243	9606.ENSP00000261652	TNFRSF17	TNFRSF13B	9606	0.989	0.0	0	0	0.14	0.0	0.0	0.987
9606.ENSP00000216037	9606.ENSP00000478289	XBP1	IGHV4-38-2	9606	0.402	0.0	0	0	0.0	0.0	0.0	0.402
9606.ENSP00000216037	9606.ENSP00000437940	XBP1	CD19	9606	0.402	0.0	0	0	0.0	0.0	0.0	0.402
9606.ENSP00000216037	9606.ENSP00000262455	XBP1	ERP44	9606	0.448	0.0	0	0	0.083	0.0	0.0	0.423
9606.ENSP00000216037	9606.ENSP00000306253	XBP1	ITPR1	9606	0.459	0.0	0	0	0.0	0.0	0.0	0.459
9606.ENSP00000216037	9606.ENSP00000254801	XBP1	IGJ	9606	0.459	0.0	0	0	0.0	0.0	0.0	0.459
9606.ENSP00000216037	9606.ENSP00000376786	XBP1	POU2AF1	9606	0.525	0.0	0	0	0.0	0.0	0.0	0.524
9606.ENSP00000216037	9606.ENSP00000229335	XBP1	AICDA	9606	0.534	0.0	0	0	0.0	0.0	0.0	0.534
9606.ENSP00000216037	9606.ENSP00000384371	XBP1	BCL6	9606	0.625	0.0	0	0	0.0	0.057	0.0	0.618
9606.ENSP00000216037	9606.ENSP00000370542	XBP1	SDC1	9606	0.637	0.0	0	0	0.085	0.0	0.0	0.619
9606.ENSP00000216037	9606.ENSP00000350844	XBP1	PAX5	9606	0.652	0.0	0	0	0.0	0.0	0.0	0.652
9606.ENSP00000216037	9606.ENSP00000370343	XBP1	IRF4	9606	0.672	0.0	0	0	0.0	0.0	0.0	0.672
9606.ENSP00000216037	9606.ENSP00000379042	XBP1	ERO1L	9606	0.773	0.0	0	0	0.0	0.143	0.0	0.746
9606.ENSP00000216037	9606.ENSP00000358092	XBP1	PRDM1	9606	0.779	0.0	0	0	0.062	0.0	0.0	0.774
9606.ENSP00000221466	9606.ENSP00000437940	FCGRT	CD19	9606	0.428	0.0	0	0	0.0	0.0	0.0	0.428
9606.ENSP00000221466	9606.ENSP00000254801	FCGRT	IGJ	9606	0.463	0.0	0	0	0.0	0.0	0.0	0.463
9606.ENSP00000221466	9606.ENSP00000379138	FCGRT	AFP	9606	0.499	0.0	0	0	0.053	0.0	0.0	0.492
9606.ENSP00000221466	9606.ENSP00000347714	FCGRT	FCAR	9606	0.62	0.0	0	0	0.0	0.0	0.0	0.62
9606.ENSP00000221466	9606.ENSP00000348888	FCGRT	PIGR	9606	0.703	0.0	0	0	0.062	0.0	0.0	0.697
9606.ENSP00000221972	9606.ENSP00000348888	CD79A	PIGR	9606	0.452	0.0	0	0	0.055	0.213	0.0	0.323
9606.ENSP00000221972	9606.ENSP00000303920	CD79A	MZB1	9606	0.455	0.0	0	0	0.226	0.0	0.0	0.325
